name,price,availability,warning,tax
A Game of Thrones (A Song of Ice and Fire #1),£46.42,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Vogue Colors A to Z: A Fashion Coloring Book,£52.35,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Black Flags: The Rise of ISIS,£40.87,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Alight (The Generations Trilogy #2),£58.59,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Are We Smart Enough to Know How Smart Animals Are?,£56.58,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Pilgrim's Progress,£50.26,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Gone with the Wind,£32.49,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Harry Potter and the Sorcerer's Stone (Harry Potter #1),£13.90,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Mockingjay (The Hunger Games #3),£20.44,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Tipping Point: How Little Things Can Make a Big Difference,£10.02,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Little Women (Little Women #1),£28.07,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Clash of Kings (A Song of Ice and Fire #2),£10.79,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Outlander (Outlander #1),£19.67,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Walk in the Woods: Rediscovering America on the Appalachian Trail,£30.48,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Suffragettes (Little Black Classics, #96)",£11.89,In stock (2 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Story of Art,£41.14,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Soldier (Talon #3),£24.72,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The New Drawing on the Right Side of the Brain,£43.02,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
History of Beauty,£10.29,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Art Book,£32.34,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Ways of Seeing,£39.51,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Batman: The Long Halloween (Batman),£36.50,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Beauty Restored (Riley Family Legacy Novellas #3),£11.11,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",£19.43,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Becoming Wise: An Inquiry into the Mystery and Art of Living,£27.43,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Big Magic: Creative Living Beyond Fear,£30.80,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Long Haul (Diary of a Wimpy Kid #9),£44.07,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Where'd You Go, Bernadette",£18.13,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Wild: From Lost to Found on the Pacific Crest Trail,£46.02,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
World War Z: An Oral History of the Zombie War,£21.80,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Zero History (Blue Ant #3),£34.77,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Wuthering Heights,£17.73,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Animal Farm,£57.22,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Confessions of a Shopaholic (Shopaholic #1),£48.94,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Candide,£58.63,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Old School (Diary of a Wimpy Kid #10),£11.83,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,£25.98,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",£14.75,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Dress Your Family in Corduroy and Denim,£43.68,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Frostbite (Vampire Academy #2),£29.99,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,£49.43,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Toddlers Are A**holes: It's Not Your Fault,£25.55,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Grumbles,£22.16,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Large Print Heart of the Pride,£19.15,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Library of Souls (Miss Peregrine’s Peculiar Children #3),£48.56,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Little Red,£13.47,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),£10.76,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Thing About Jellyfish,£48.77,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Wild Robot,£56.07,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Lust & Wonder,£11.87,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Me Talk Pretty One Day,£57.60,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Twilight (Twilight #1),£41.93,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Life Without a Recipe,£59.04,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Heartbreaking Work of Staggering Genius,£54.29,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,£37.35,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Argonauts,£10.93,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Art of War,£33.34,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
1st to Die (Women's Murder Club #1),£53.98,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Fifty Shades Freed (Fifty Shades #3),£15.36,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,£12.08,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
How to Stop Worrying and Start Living,£46.49,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
All the Light We Cannot See,£29.87,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Long Shadow of Small Ghosts: Murder and Memory in an American City,£10.97,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Take Me Home Tonight (Rock Star Romance #3),£53.98,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Girl You Left Behind (The Girl You Left Behind #1),£15.79,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Shadow Hero (The Shadow Hero),£33.14,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Shining (The Shining #1),£27.88,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Off the Hook (Fishing for Trouble #1),£47.67,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Paris Wife,£36.80,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Maze Runner (The Maze Runner #1),£20.93,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Lover's Dictionary,£58.09,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Lonely Ones,£43.59,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Picture of Dorian Gray,£29.70,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Gentleman's Position (Society of Gentlemen #3),£14.75,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Danganronpa Volume 1,£51.99,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",£37.97,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,£54.35,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
First and First (Five Boroughs #3),£15.97,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Giant Days, Vol. 2 (Giant Days #5-8)",£22.11,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Fifty Shades Darker (Fifty Shades #2),£21.96,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Her Backup Boyfriend (The Sorensen Family #1),£33.97,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
How to Be Miserable: 40 Strategies You Already Use,£46.03,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
I am a Hero Omnibus Volume 1,£54.63,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,£57.36,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",£29.17,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),£37.51,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Obsidian (Lux #1),£14.86,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
On a Midnight Clear,£14.07,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Day the Crayons Came Home (Crayons),£26.33,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Demon-Haunted World: Science as a Candle in the Dark,£52.25,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Girl Who Played with Fire (Millennium Trilogy #2),£22.14,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Goldfinch,£43.58,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Giver (The Giver Quartet #1),£12.30,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Online Marketing for Busy Authors: A Step-By-Step Guide,£46.35,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",£15.44,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
orange: The Complete Collection 1 (orange: The Complete Collection #1),£48.41,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Patience,£10.16,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",£36.28,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Pop Gun War, Volume 1: Gift",£18.97,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Princess Between Worlds (Wide-Awake Princess #5),£13.34,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",£13.61,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Reskilling America: Learning to Labor in the Twenty-First Century,£19.83,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Saga, Volume 6 (Saga (Collected Editions) #6)",£25.02,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Saga, Volume 5 (Saga (Collected Editions) #5)",£51.04,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Security,£39.25,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Soul Reader,£39.58,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,£41.83,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,£32.24,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Shopaholic & Baby (Shopaholic #5),£46.45,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Book Thief,£53.49,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Autobiography of Malcolm X,£23.43,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),£26.78,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,£19.73,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Art Forger,£40.76,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",£49.05,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Death of Humanity: and the Case for Life,£58.11,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Electric Pencil: Drawings from Inside State Hospital No. 3,£56.06,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Gutsy Girl: Escapades for Your Life of Epic Adventure,£37.13,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",£20.59,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,£16.77,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",£23.89,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,£42.96,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Murder That Never Was (Forensic Instincts #5),£54.11,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Nameless City (The Nameless City #1),£38.16,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Algorithms to Live By: The Computer Science of Human Decisions,£30.81,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Power of Now: A Guide to Spiritual Enlightenment,£43.54,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Omnivore's Dilemma: A Natural History of Four Meals,£38.21,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Genius of Birds,£17.24,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
One for the Money (Stephanie Plum #1),£32.87,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Orange Is the New Black,£24.61,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Packing for Mars: The Curious Science of Life in the Void,£56.68,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Quiet: The Power of Introverts in a World That Can't Stop Talking,£43.55,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
So You've Been Publicly Shamed,£12.23,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Artist's Way: A Spiritual Path to Higher Creativity,£38.49,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",£29.93,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Catherine the Great: Portrait of a Woman,£58.55,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
America's War for the Greater Middle East: A Military History,£51.22,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,£42.91,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Hiding Place,£55.91,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Guns of August,£14.54,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",£43.70,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Critique of Pure Reason,£20.75,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Run, Spot, Run: The Ethics of Keeping Pets",£20.02,In stock (2 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Nicomachean Ethics,£36.34,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Vampire Knight, Vol. 1 (Vampire Knight #1)",£15.40,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Meditations,£25.89,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Beyond Good and Evil,£43.38,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Life After Life,£26.13,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Morning Star (Red Rising #3),£29.40,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Far From True (Promise Falls Trilogy #2),£34.93,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Travelers,£15.77,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Someone Like You (The Harrisons #2),£52.79,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
We Are All Completely Beside Ourselves,£24.04,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",£12.36,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
You Are What You Love: The Spiritual Power of Habit,£21.87,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
God: The Most Unpleasant Character in All Fiction,£30.03,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Book of Mormon,£24.57,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Choosing Our Religion: The Spiritual Lives of America's Nones,£28.42,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",£27.62,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Bhagavad Gita,£57.49,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Louisa: The Extraordinary Life of Mrs. Adams,£16.85,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Lean In: Women, Work, and the Will to Lead",£25.02,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
My Name Is Lucy Barton,£41.56,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Gone Girl,£37.60,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Is Everyone Hanging Out Without Me? (And Other Concerns),£20.11,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
My Mrs. Brown,£24.48,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Mr. Mercedes (Bill Hodges Trilogy #1),£28.90,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
I Am Pilgrim (Pilgrim #1),£10.60,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Eligible (The Austen Project #4),£27.09,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Little Prince,£45.42,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Of Mice and Men,£47.11,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Story of Hong Gildong,£43.19,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Sense and Sensibility,£37.46,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Emma,£32.93,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Alice in Wonderland (Alice's Adventures in Wonderland #1),£55.53,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,£31.12,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),£16.28,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",£25.52,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
