Address,Listing Title / Heading,postcode,Rent $ First Listed,Rent $ Per Month/Weak,Date Property Removed,Agency Name,Agent_address,listing_link,Contact Number,Features,Property Description
"143 Annan Road, Dumfries, Dumfries and Galloway, DG1",2 bedroom flat to rent,DG1,£450 pcm (£104 pw),£450 pcm (£104 pw),Unfurnished,Savills - Dumfries,"28 Castle Street, Dumfries, DG1 1DG",https://www.onthemarket.com/details/4013510/, 01387 201963,"['Double glazing and gas central heating', 'Shared garden', 'Early entry available', 'No pets and no smokers', 'Landlord registration: 145284/170/23020', 'EPC Rating = E']","['Splitlevelapartmentonmidandupperfloorsofatraditionalsandstonebuilding.','Location','Dumfriesisthemainmarkettowninthearea,withavarietyofshoppingfacilities,primaryandsecondaryschoolsandleisurefacilities.\xa0\xa0ThereisamainlinerailwaystationprovidinglinkstoGlasgowandCarlisle.','Description','Accommodation:','Timberfrontdooropensinto:','Vestibule:','Withglazeddoorto:','Hall','Stairstosecondfloorwithcupboardunder.Radiator.Telephonepoint.Doorsto:','LivingRoom','4.13mx4.04m.Gasfirewithbackboiler.Shelvedalcove.TVaerialcableand5powerpoints.','Kitchen','3.46mx3.11m.Rangeoffloorandwallunitswithtilesplashbackandincorporatingasinglestainlesssteelsinkanddrainer,doubleelectricovenandsolidringelectrichob.Spaceandplumbingforawashingmachine.Radiator.Vinylfloor.','SecondFloor','Stairsleadontoasmalllandingwithawalkincupboardandseparatecupboardhousingthehotwatercylinder.Doorsoffto:','Bedroom1','3.42mx3.19m.Builtinwardrobes.Radiator.','ShowerRoom','Electricshowerincubiclewithmultiwallpanelling,WCandwashhandbasin.Extractorfanandradiator.Vinylflooring.','Bedroom2','3.23mx2.30m.Radiator.','Outside','Thereisasharedrighttousethelawnedgardentotherearoftheflats141-143witheachflatbeingjointlyresponsibleforitsmaintenance.','TENANCY',""AfterviewinginterestedpartiesshouldconfirmtheirinterestinthepropertywithSavills.Thelandlord'spreferredapplicantwillbereferencecheckedthroughatenancyreferencingcompany."",'1ThetenancyshallbeaPrivateResidentialTenancy','2Therentshallbepayablemonthlyinadvancebybankstandingorder.',""3Adepositofonemonth'srentwillbepayableinadvance."",'4ThetenantshallberesponsibleforthepaymentoftheCouncilTaxorotherratesleviedbytheLocalAuthority.','5Thepropertyistobeoccupiedasaprivatedwellingandisnottobesub-letwithoutthepriorpermissionofthelandlord.','6Thegardenmaintenanceistheresponsibilityofthetenant.','7Thetenantwillberesponsibleforthecostsofallutilities.',""8Thelandlordwillinsurethepropertyagainstallfirebutsuchinsurancewillnotcoveranycontentsoreffectswhichthetenantmayplaceinthesubjects,theinsuranceofwhichwillbethetenant'sresponsibility."",'9Thetenantwillberequiredtomaintaintheinternaldecorationtothesamestandardasatentry.','10Aninventorywillbetakenpriortoentry.','11Nopetsandnosmokers.','SERVICES','Mainselectricity,gas,wateranddrainage.','VIEWINGS','Viewingswillonlybearrangeduponcompletionofaprospectivetenantquestionnairewhichisattachedtothebrochure.Initiallyallinterestedpartieswhocompletethequestionnairewillbeofferedavideoviewing.ThereafteractualviewingswillbeduringofficehoursMonday-Friday8.30am-5.00pm.','AGENTSNOTE','WewishtoinformprospectivetenantsofthispropertythatthelandlordisanemployeeofSavills','SquareFootage:818sqft','Directions','Fromouroffice,proceedtothetrafficlightsattheendofCastleStreetandthenturnleft.AtthesecondsetoflightsoppositeDumfriesAcademyturnrightontoLoreburnStreet,andfollowthisroadwhichbecomesEnglishStreet,andthenatthetrafficlightsoppositetheCairndaleHotelproceedstraighton.Atthenext2roundaboutsproceedstraighton,andNo143islocatedonthelefthandsideoftheroad,justafterKirkowensStreet.Pleasenotethatthepropertypostcode,DG13EY,maynottakeyoudirectlytotheproperty.']"
"The Broadway, Bexleyheath,, DA6",3 bedroom flat to rent,DA6,"£1,213 pcm (£280 pw)","£1,213 pcm (£280 pw)",Availability date: 1 Sep 2020,Flats & Houses - Stoke Newington,"24 Stamford Hill, Stoke Newington, London, N16 6XZ",https://www.onthemarket.com/details/9134724/, 020 8115 0047,[],"['*NEWLYREFURBISHED3DOUBLEBEDROOMFLAT*','*GOODSIZELIVINGROOM*','*FULLYFITTEDKITCHEN*','*TILEDBATHROOM*','*C;LOSETOALLMAINBUSANDTRAVELLINKS*','*GASCENTRALHEATING*','*SHOPSANDAMENITIESCLOSEBY*','Anicenewlyrefurbished3doublebedroomflat,withagoodsizeseparatelivingroom,nicefullyfittedkitchenandtiledbathroom.','Theflatisa1minutewalktoallmainbusandtravellinks.']"
"Arden Grange, Springfield Avenue, Harrogate",2 bedroom apartment to rent,HG1,"£1,150 pcm (£265 pw)","£1,150 pcm (£265 pw)",Available now,homes4harrogate - Harrogate,"First Floor, 4 John Street, Harrogate, HG1 1JZ",https://www.onthemarket.com/details/8617000/, 01423 578847,"['Newly Refurbished To A High Standard', 'Within Walking Distance Of The Town Centre', 'High Ceilings And Beautiful Feautre Windows', 'New House Bathroom With Shower Over Bath', 'New Fitted Kitchen With Integrated Appliances', 'Some Double Glazing And Gas Central Heating', 'PETS CONSIDERED']","['ThisnewlyrefurbishedanddeceptivelyspaciousapartmentissetwithinastunningandtraditionalVillainaquietresidentiallocationwhilstalsobeingwithinwalkingdistanceofthetowncentre.Withhighceilingsandfeaturewindowsthisstunninghomehasaspaciousandlightfeeltoitwhilstalsobeingincrediblyhomely.','Finishedtoahighstandardandneutrallydecoratedandcarpetedthroughoutthislovelyapartmentbrieflycomprisesof;groundfloorentranceandcoatsarea,stairsleadingtothefirstfloor,spaciouslandingwithaccesstoopenplanlivingkitchenwithintegratedcooker,electrichob,fridge,freezer,dishwasherandwashingmachine,twodoublebedrooms(themasterhavingfittedwardrobes)withadjoiningdoorandgoodsizedhousebathroomwithshoweroverbath.','Otherbenefitsincludegascentralheating,somedoubleglazingandsomewindowcoverings/curtainpoles.Aviewingishighlyrecommendedtoappreciatethecharacter,charmandlocationofthislovelyproperty.','EPCRating-C','CouncilTaxBand-TBC','']"
"32 Mosspark Avenue, Dumfries, DG1 4PA",1 bedroom flat to rent,DG1,£400 pcm (£92 pw),£400 pcm (£92 pw),Scottish Letting Agency Registration Number: 1903100,Braidwoods Estate Agents - Dumfries,"1 Charlotte Street, Dumfries, DG1 2AG",https://www.onthemarket.com/details/7539448/, 01387 201878,"['Ground Floor Bedroom', 'Ground Floor Toilet', 'Double Glazing', 'Gas Central Heating', 'Private Parking']","['GroundflooronebedroomflatsituatedinthequietresidentialareaofGeorgetown.ThispropertybenefitsfromspaciousroomsandaparkingspaceaswellashavingarecentlyrefurbishedKitchen.Dumfriestowncentreisashortdistanceawayandcanbeeasilyaccessedbylocalpublictransportroutes.','Accommodation\xa0','Hall,Lounge,Kitchen,Bedroom,Bathroom.','Privateparkingspace.Gascentralheatinganddoubleglazing.','Rent:£400/monthplusCouncilTaxandUtilities','Deposit:£400','Entry:AvailableearlyAugust','Viewing:ContactBraidwoodsSolicitors[useContactAgentButton]','LandlordRegistrationNumber:52912/170/28120','LettingAgentRegistrationNumber:190310','CouncilTaxBandB','EPCBandD']"
"14B OAKFIELD DRIVE, GEORGETOWN",1 bedroom flat to rent,DG1,£350 pcm (£81 pw),£350 pcm (£81 pw),Available now,We Love Property - Dumfries,"184 Irish Street, Dumfries, DG1 2NJ",https://www.onthemarket.com/details/8940393/, 01387 201969,"['Hallway', 'Open Plan Living / Dining with Bedroom space', 'Dressing Room', 'Shower Room']","['14BOAKFIELDDRIVE,GEORGETOWN','3RDFLOORSTUDIOAPARTMENT','£350PCM+CT&U+£350DEPOSIT','AVAILABLEFORIMMEDIATEENTRY','AccommodationComprises:OpenPlanLiving/DiningwithBedroomspace,DressingRoomandShowerRoom','Securedoorentrance&Parking','DoubleGlazing&ElectricHeating','CouncilTaxBandA/EPCRatingD','LandlordRegNo:33759/170/24070&41202/170/24070','LARN:1905013','SorryNoDssorSmokers,PetsatLandlordsDiscretion','Formoreinformationoranappointmenttoviewplease[useContactAgentButton]or[useContactAgentButton]']"
"PERCY COURT, SCOTTON, HG5 9NG",4 bedroom detached house to rent,HG5,"£1,600 pcm (£369 pw)","£1,600 pcm (£369 pw)",Available now,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/7593600/, 01423 578951,"['DETACHED FAMILY HOME', 'UNFURNISHED', 'QUIET CUL DE SAC LOCATION', 'GARAGE & DRIVEWAY', 'GARDEN', '4 DOUBLE BEDROOMS', 'SEPARATE UTILITY ROOM', '2 RECEPTION ROOMS', 'EN SUITE', 'ELEVATED POSITION']","['ThisbeautifullyappointedFOURDOUBLEBEDROOMDETACHEDPROPERTYoffersspaciousandflexiblelivingaccommodationthroughout,situatedinthepopularvillageofScotton,thisfamilyhomebenefitsfromanelevatedpositionatthetopendofaquietculdesacandhasanattractivewraproundgardenaswellasdrivewayanddetachedgarage.ThepropertyisofferedUNFURNISHEDandcomprises:mainentranceopeningintoreceptionhallwithdownstairscloakroomandWC,generouslivingroomwithgasfireandwindowsoverlookingboththefrontandrearoftheproperty,separatebreakfastkitchenwithplentyofcupboardsandintegratedappliances,diningroom/secondreceptionroom,utilityroom,firstfloor,masterbedroomwithfittedwardrobeandensuiteshowerroom,seconddoublebedroomoverlookingthereargarden,thirddoublebedroomwithfarreachingviews,fourthdoublebedroomwithbuiltinmirroredcupboardandshelving,goodsizehousebathroomwithwhitesuite.Appliancestoinclude:fridge,freezer,dishwasher,electricovenandgashobs.Outsidethereisadrivewaywithspacetoparkmultiplevehicles,agoodsizegaragewithpowerandagardenthatcatchesthesunatdifferenttimesthroughoutthedaywithlawnedandpatioarea.Scottonisaverypopularvillagewithahighlyregardedpublichouseservinggoodfoodandthevillageisonly5minutesdrivefromthemarkettownofKnaresboroughandafurther20minutestoHarrogate.','StrictlyNopets,nosmokers','','Deposit:£1840EnergyEfficiencyRating:C']"
"Main Street, Scotton, Knaresborough",4 bedroom detached house to rent,HG5,"£1,550 pcm (£358 pw)","£1,550 pcm (£358 pw)",Available now,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8729969/, 01423 578945,"['Four Double Bedrooms', 'Dining Kitchen', 'Three Reception Rooms', 'Character Beams']","['AfourbedroomdetachedpropertylocatedintheheartofScotton,closetoamenitiesincludingTheGuyFawkespublichouse,churchandvillagehall.ThevillageofScottonislocatedashortdistancefromRipleyandiswithineasyreachofHarrogateandKnaresborough.','Theaccommodationbenefitsfromgascentralheatingandcomprises:Entrancehall,cloakroomwithwc,livingroom,diningroom,kitchenwitharangeofwallmountedcupboards,baseunitsanddrawers,sittingroom,bedroomfour/study,bathroomkitchenandutilityroom.Tothefirstfloorarethreebedroomsandbathroom.','Tothefrontofthepropertyisapavedsittingarea.','Totherearofthepropertyisampleparkingforseveralvehicles.','GroundFloor','-','EntranceHall','-','LivingRoom','-4.5x5.3(14\'9""x17\'4"")-','DiningRoom','-4.7z3.4(15\'5""z11\'1"")-','Kitchen','-4.1x3.4(13\'5""x11\'1"")-','Wc','-','Porch','-','SittingRoom','-3.7x2.8(12\'1""x9\'2"")-','BedroomFour','-3.2x2.7(10\'5""x8\'10"")-','Bathroom','-','UtilityRoom','-2.9x2.7(9\'6""x8\'10"")-','FirstFloor','-','BedroomOne','-4.5x4.3(14\'9""x14\'1"")-','BedroomTwo','-4.1x3.4(13\'5""x11\'1"")-','BedroomThree','-3.7x2.9(12\'1""x9\'6"")-','Bathroom','-','Outside','-Tothefrontofthepropertyisapavedsittingarea.','Totherearofthepropertyisampleparkingforseveralvehicles.','DIRECTIONS-HG59HS','LeavingHarrogateontheRiponRoadpassthroughKillinghallandatthefirstRipleyRoundabouttakethelastexitsignpostedtoKnaresborough.TurnleftontoHavikilLanetowardsScottonandatthejunctionturnleftintoMainStreetwherethepropertyissituatedonthelefthandside.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumofsixmonths.','Areturnablebondof£1,785isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers&nopets.','CouncilTaxBandE£2,393.49','Availablenow.','']"
"MINT GARTH, KNARESBOROUGH, HG5 0WH",2 bedroom flat to rent,HG5,£650 pcm (£150 pw),£650 pcm (£150 pw),Available now,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/771248/, 01423 578951,"['SECOND FLOOR', 'TWO BEDROOM APARTMENT', 'UNFURNISHED', 'MODERN & SPACIOUS', 'NEUTRAL DECOR THROUGHOUT', 'DOUBLE GLAZED', 'ALLOCATED PARKING SPACE']","['AMODERNsecondfloorTWOBEDROOMAPARTMENTsituatedontheWatersidedevelopmentatHayaParkinKnaresborough,ideallylocatedwithinwalkingdistanceofthetowncentreandeasyaccesstotheA1.ThepropertyisUNFURNISHEDandiscomprised:Entrancehallway,openlivingkitchenwithmodernshakerstyleunits,includesfridgefreezer,cookerandwasher,twodoublebedrooms,neutralhousebathroomwithshoweroverbath.Thepropertybenefitsfromdoubleglazing,electricheatingthroughoutandhasoneallocatedoffstreetparkingspace.','SORRY,NOSMOKERSORPETS','Deposit:£745EnergyEfficiencyrating:C']"
"Skelldale Close, Ripon",2 bedroom apartment to rent,HG4,£650 pcm (£150 pw),£650 pcm (£150 pw),Unfurnished,Solo - Ripon,"3a Westgate, Ripon, North Yorkshire, HG4 2AT",https://www.onthemarket.com/details/9008202/, 01765 356959,"['Gas Central Heating', 'Two Bedrooms', 'Cul-De-Sac Location', 'Communal Gardens', ""Resident's Parking""]","['','',""Anexcellentopportunitytorentthisdelightfulpurposebuiltapartment,setamidstneatlytendedcommunalgardensandformingpartofanattractiveandpopularcul-de-sacdevelopmentontheedgeofRipon.Theapartmentbenefitsfromalovelyhallwaytowelcomeyoutotheproperty,abrightreceptionroomandmodernfittedkitchen.Therearetwogoodsizebedroomsandamodernbathroomwithwhitesuite.Thewellplannedaccommodationispresentedtoagoodstandardthroughoutwithandbenefitsfromgascentralheatinganddoubleglazingthroughout.Aresident'scarparkprovidesoff-streetparkingtotherear."",'\xa0','INSIDE','','Astaircaseleadsfromthecommunalhalltothefirstfloor.Onceintheprivatehallway,thereisausefulstoragecupboardhousingtheimmersionheater.Glazeddoubledoorsleadintoanattractivereceptionroomwithwindowtothefront,gasfire,laminateflooringandTVpoint.Thekitchenisfittedwitharangeofbaseandwallunits,worksurfaces,sinkunit,electricovenwithgashobandextractorover,integratedfridgewithfreezercompartment,gascentralheatingboilerinamatchingcupboard,laminatefloorandfrontwindow.','Therearetwobedroomswithwindowstotherearofthebuildingandabathroomwithamodernwhitesuiteofbathwithshowerover,toiletandwashbasin,parttiledwallsandextractor.\xa0','OUTSIDE','',""Thereareneatcommunalgardenstothefrontandrearandoff-streetparkinginaresident'scarparkattherear.\xa0"",'LOCATION','','TheapartmentformspartofthispopulardevelopmentontheedgeofRiponclosetoRiponcanalanddelightfulcountrysidewalks.Riponcitycentreiswithinwalkingdistanceorashortdriveawayandoffersawiderangeofshopsandservicessituatedaroundthehistoricmarketplace.TheexcellentlocalroadnetworkconnectswiththelargercentresintheregionandtheA1(M)fortravelthroughoutthearea.\xa0','AGENTS','','NOTE','','Floorplanisforidentificationpurposesonly-nottoscale.\xa0','APPLICATION','','INFORMATION','',""Oneweeksrentispayabletoreserveapropertywhichwillthenbedeductedfromthetotalrentanddepositrequested.Propertieswillremainavailableuntilthisispaid.Oncompletinganapplicationformon-line,youwillneedtoprovideidentification(colourcopyofpassport,driver'slicenceandautilitybill).Thecompletionandsubmissionofanapplicationformdoesnotguaranteetheofferoftenancy,thisissubjecttosatisfactoryreferencesbeingobtained."",""AdepositequivalenttofiveweeksrentpayablebeforethecommencementoftheTenancy.Thefirstmonth'srentanddepositmustbepaidbeforewewillreleasethekeystotheproperty.Applicantsmustshowevidenceoftheircontentsinsurancepriortothestartofatenancy.Paymentscanbemadebybanktransferonly.Personalchequesarenotacceptable.\xa0""]"
"Knaresborough Road, Ripon",3 bedroom terraced house to rent,HG4,£875 pcm (£202 pw),£875 pcm (£202 pw),Availability date: 1 Sep 2020,Solo - Ripon,"3a Westgate, Ripon, North Yorkshire, HG4 2AT",https://www.onthemarket.com/details/7075289/, 01765 356959,"['Gas Central Heating', 'Double Glazing', 'Superbly appointed', 'Modern Kitchen & Bathroom', 'Fitted Carpets', 'Off-Street Parking', 'Paved Garden', 'Convenient Location', 'Spacious & Versatile', 'Neutrally Decorated']","['','WELCOME','','Amostattractiveperiodhome,enviablypositionedoverlookingthelocalparkandconvenientlyplacedforschools,Riponcitycentreandtravelthroughoutthearea.Thepropertyhasbeenwell-appointedthroughoutwithattractivefittingsandneutraldécoraddingtotheappeal.Thetypicallywell-proportionedandspaciousaccommodationmakesagreatfirstimpressionandoffersexcellentversatilitywiththeaddedbonusofparkingandalow-maintenancegarden.','Benefittingfromgascentralheatinganddoubleglazingthisdelightfulpropertymustbeseentobefullyappreciated-callSOLOtodaytobookaviewing.\xa0','THE','','PROPERTY','','COMPRISES','','Openthefrontdoorandstepintothespacioushall.Thesittingroomisawell-proportionedreceptionroomwithwidefrontbaywindowwithapleasantaspecttowardstheparklandandanattractivefeatureornamentalfireplacesurround.Thediningroomhasarearwindowandanornamentalfireplacesurround.Thekitchenisfittedwithastylishmodernrangeofbaseandwallunits,sinkunit,worksurfaceswithtiledsplash-backs,integratedelectricovenwithhobandextractorover,free-standingfridge/freezer,sidedoorandwindow.Onthelowergroundfloorthereisasuperblyconvertedbasement,beingfullydecoratedandcarpetedwithlightingandheating,providingversatileadditionallivingspace,play/gamesroom,homecinemaroomorstudyforthosewhoworkfromhome.','Onthefirstfloor,anattractivesplit-levellandinggivesaccesstothreebedrooms,thetwoatthefrontofthehouseenjoyingparticularlygoodviewstowardsRiponCathedral,andaspacioushousebathroomwithawhitesuiteincludingabathwithtiledsurroundandshowerover.\xa0','OUTSIDE','','Smallforecourtgardentothefront.Courtyardtotherear.Off-streetparkingspace.Generouspavedgardenareaidealforrelaxingoroutsideentertaining,adjoininganareaofwoodlandtotherear.\xa0','LOCATION','','Thepropertyoverlooksthelocalparktothefrontandwoodlandfromtherear.Therearefirstclasssportsandleisurefacilitiesintheareaaswellasschools,shopsandaMorrisonssupermarket.Thehistoriccitycentreoffersavibrantcaféculturetogetherwithawidechoiceofshops,restaurants,pubs,andmoresupermarkets,allcentredaroundthepicturesquemarketplace.Commutersandregulartravellersarewell-servedbyexcellentroadnetworksandregularbusservices.\xa0','APPLICATION','','INFORMATION','',""Oneweeksrentispayabletoreserveapropertywhichwillthenbedeductedfromthetotalrentanddepositrequested.Propertieswillremainavailableuntilthisispaid.Oncompletinganapplicationformon-line,youwillneedtoprovideidentification(colourcopyofpassport,driver'slicenceandautilitybill).Thecompletionandsubmissionofanapplicationformdoesnotguaranteetheofferoftenancy,thisissubjecttosatisfactoryreferencesbeingobtained."",""AdepositequivalenttofiveweeksrentpayablebeforethecommencementoftheTenancy.Thefirstmonth'srentanddepositmustbepaidbeforewewillreleasethekeystotheproperty.Applicantsmustshowevidenceoftheircontentsinsurancepriortothestartofatenancy.Paymentscanbemadebybanktransferonly.Personalchequesarenotacceptable.\xa0""]"
"Glovers Crescent, Ripon",4 bedroom townhouse to rent,HG4,£950 pcm (£219 pw),£950 pcm (£219 pw),Availability date: 14 Sep 2020,Joplings - Ripon,"10 North Street, Ripon, HG4 1JY",https://www.onthemarket.com/details/9010642/, 01765 356935,"['Three Storey Town House', 'Kitchen With Appliances', 'Spacious Living Room', 'Four bedrooms & Two En-suite Shower Rooms', 'House Bathroom', 'Utility Room & Integral Garage', 'Allocated Parking', 'No Pets, Smokers or DSS', 'Available Sept 2020']","['Athreestoreymidtownhouseinaconvenientlocationwithinwalkingdistanceofthecitycentreandlocalamenities.Accommodationcomprisesof;fourbedrooms,twoen-suiteshowerrooms,housebathroom,livingroom,diningkitchen,utilityroom,cloakroom.Integralgarage,offstreetparking.NoPets,SmokersorDSS.AvailableSept2020.EPC-TBC','Directions','-DepartourofficeonNorthStreetandcontinuethroughtown.TurnleftontoKirkgatebearrightontoDuckhill.TurnrightontoWaterSkellgate.TurnleftontoLowSkellgate.TurnrightontoBorrageLanethentakethenextturnrightontoGloversCrescent.ThepropertycanbeidentifiedontheleftbytheJoplingsLettingboard.','EntranceHall',""-7'02x15'09-Linoflooring.Smokealarm.Woodendoortothefront.Thermostat.Staircasetofirstfloor,"",'InnerHall',""-3'11x8'05-Linoflooring.Largebuiltincupboardhousinghotwatertank.Doortogarage."",'UtilityRoom',""-10'09x6'01-Linoflooring.Wooden&doubleglazeddoortorear.Radiator.Beechbaseunit&drawer.Boschwashingmachine.Wallextractor.Stainlesssteelsink&drainer."",'BedroomTwo',""-9'11x15'01-Beigecarpet.Radiator.Doubleglazedwoodensashwindowtorear.Builtincupboards.Curtainpole."",'EnsuiteShowerRoom',""-3'10x7'06-WhiteWC,whitebasin,vanityunit&shelves.Whitetiledcubiclewiththermostaticshower.Radiator.Linoflooring.Ceilingextractor."",'FirstFloorLanding',""-3'10x13'04-Beigecarpet.Radiator.Smokealarm.Staircasetosecondfloor."",'LivingRoom',""-17'08x15'08-Lshaped.Laminateflooring.Firesurround&electricfire.Curtainpoles.Doubleglazedwoodensashwindowtorear.Doubleglazedwoodenpatiodoorstopavedbalcony,enclosedbywall&railings."",'Kitchen',""-15'06x10'01-Twodoubleglazedwoodensashwindowstofront.Linoflooring.Beechbaseunits,cupboards&drwaerswithco-ordinatingworktop.Whitetiledsplashback.1andhalfsink&drainer.Whirlpooloven&gashob.Integratedfridge.Boschdishwasher.Radiator."",'SeparateWc',""-6'06x2'01-Frosteddoubleglazedwoodenwindowtofront.WhiteWC&basin.Radiator."",'SecondFloorLanding',""-5'11x6'02-Beigecarpet.Lofthatch,notchecked.Smokealarm.Builtincupboardwithshelving."",'HouseBathroom',""-6'02x5'11-Lshaped.Whitebasinwithvanityunit&shelving.WhiteWC.Whitebathwithmixertap&showerhead.Linoflooring.Ceilingextractor.Whiteradiator.Shavingpoint."",'BedroomOne',""-16'05x9'10-Lshaped.Doubleglazedwoodensashwindowtorear.Radiator.Curtainpole.Largebuiltinwardrobe.Beigecurtain."",'EnsuiteShowerRoom',""-4'07x6'02-Doubleglazedfrostedwoodenwindowtorear.Whitebasinwithvanityunit.Whitetiledshowercubiclewiththermostatic.WhiteWC.Linoflooring."",'BedroomThree',""-9'04x14'08-Twodoubleglazedwoodensashwindowtofront.Radiator.Curtainpoles.Beigecarpet."",'BedroomFour',""-9'03x8'04-Lshaped.Doubleglazedwoodensashwindowtofront.Radiator.Builtincupboardwithshelves.Beigecarpet."",'Garage',""-5'11x15'01-Integratedgaragewithup&overdoor.Lighting&sockets.Fusebox.Pottertonboiler."",'Outside','-Front-Smallgravelledbed.Accesstogarage.','Rear-Gravelled&railedarea.','1allocatedoffstreetparkingspacetocarparkatendofcul-de-sac.','AdditionalInformation','-ThetenantwillberesponsibleforCouncilTaxandUtilityBills.CounciltaxbandE.','Tenancy','-Thecompletionandsubmissionofanapplicationformdoesnotguaranteetheofferoftenancy,thisissubjecttosatisfactoryreferencesbeingobtained.UnfortunatelyJoplingsareunabletoacceptapplicationsfromhousingbenefitapplicantsandpeoplewhoarenotemployed.AdepositequivalenttoonemonthsrentispayablebeforethecommencementoftheTenancy.Thefirstmonthsrentanddepositmustbepaidbeforewewillreleasethekeystotheproperty.Wedonothavefacilitiestotakedebitorcreditcards,andpersonalchequesarenotacceptabletherefore,allpaymentsmustbemadeincashorbybankersdraftmadepayabletoJoplings.Applicantsshouldbeawarethatinordertosatisfythecriteriaofourreferenceagencyyourgrossincomeshouldbe2.5timesthemonthlyrentandyoumustbeinpermanentemployment.InadditionyoumusthavebeenresidentintheUKforaminimumofsixmonths.','Viewings','-AllviewingsarestrictlybyappointmentthroughJoplingsEstateAgents,pleasecontacttheRiponofficeat10NorthStreet,Ripon,NorthYorkshire,HG41JY.Telephone:[useContactAgentButton].','OpeningHours','-Monday-Friday:9.00a.m-5.30p.m','Saturday:9.00a.m-1.00p.m','Sunday:Closed','']"
"Forest Court, Knaresborough",2 bedroom flat to rent,HG5,£650 pcm (£150 pw),£650 pcm (£150 pw),Available now,Lister Haigh - Boroughbridge,"5 St James Square, Boroughbridge, YO51 9AS",https://www.onthemarket.com/details/2525529/, 01423 369151,[],"['','LOCATION','','ThepropertyislocatedofftheHighStreetandisapproximately4milesfromHarrogateand4milesfromtheA1(M)atJunction47\xa0','DESCRIPTION','','AnAttractiveTwoBedroomPurposeBuiltFirstFloorFlatoccupyingaconvenientpositionjustofftheHighStreetwithineasywalkingdistanceofthetowncentreandlocalamenities.\xa0','ACCOMMODATION','','\xa0','COMMUNAL','','ENTRANCE','','HALL','','StairstoFirstFloor\xa0','SITTING','','ROOM','','14\'8""x10\'2""(4.47mx3.1m)','Withradiator\xa0','KITCHEN','','9\'0""x6\'6""(2.74mx1.98m)','Witharangeofbaseandwallunitsincorporatingstainlesssteelsinkunit,integratedhob,ovenandextractorhood.WorcesterBosch241JuniorCondensingboiler.\xa0','INNER','','HALL','','\xa0','BEDROOM','','12\'10""x8\'4""(3.91mx2.54m)','Withradiator\xa0','BEDROOM','','8\'2""x6\'6""(2.49mx1.98m)','Withradiator\xa0','BATHROOM','','Withbath,lowlevelwcandpedestalwashhandbasin.Fittedwallmirrorwithshaver/lightpoint.Radiator\xa0','OUTSIDE','','Allocatedcarparkingspace\xa0','ADDITIONAL','','INFORMATION','','\xa0','TERMS','','OF','','TENANCY','','ThepropertyisavailableToLet,unfurnishedonanAssuredShortholdTenancyforaperiodofsix/twelvemonthsataRentof£650percalendarmonth,payableinadvance.',""ABondofonemonth'sRentplus£100willbepayable."",'TheTenantwillberesponsibleforthecostsofGas,Electricity,Water,SewerageChargesandCouncilTax.','\xa0','VIEWING','','StrictlybyappointmentwiththeLettingAgents,ListerHaigh01423-322382\xa0','DIRECTIONS','',""TraveldownKnaresboroughHighStreettowardsBondEndandjustafterListerHaigh'sKnaresboroughoffice,gothroughthearchwayandthepropertywillbefoundontherighthandside,beingidentifiedbytheListerHaigh'ToLet'board.\xa0""]"
